549,2026/04/29 16:36:03 HST
# 2013-Jul-12, MLB, added config for 13AQ28-110 AND 13B-Q-91,,,,,,,,,,,,
# 2014-Jul-17, REM, edited IR Texp for SB+SXD+32 0.45 arcsec slit from 8 sec to 7 sec,,,,,,,,,,,,
# 2014-Aug-06, astephens, modified 0.15/pix 32 l/mm 1.47-1.80 1.0 arcsec slit exposure time from 0.24s to 0.38s,,,,,,,,,,,,
# 2018-Oct-15, astephens, added configurations for 0.05/pix + 111 l/m + LXD + 0.10 arcsec slit,,,,,,,,,,,,
# 2019-Feb-03, astephens, change long camera, long slit, 111 l/mm, 3.36um, 0.1 arcsec slit, to work for both well depths,,,,,,,
# 2022-Jan-21, astephens and mrawlings, add config: 0.05/pix, 111 l/mm, No, 4.40-4.97um, 0.2 arcsec slit, Shallow, 4 seconds,,,,,,
# 2022-Feb-01, astephens and mrawlings, add config: 0.05/pix, 10 l/mm, No, 2.8-4.2 um, 0.45 arcsec slit, Shallow, 0.2 seconds,,,,,,
# 2022-Jun-06, astephens, add LR-IFU configs,,,,,,,,,,,,
# 2022-Jul-04, astephens, add short-camera 0.15 arcsec slit configs,,,,,,,,,,,,
# 2023-Jun-01, astephens, add HR-IFU configs,,,,,,,,,,,,
# 2023-Oct-30, astephens and mrawlings, add config: 0.05/pix, 111 l/mm, 0.30 arcsec, Shallow,,,,,,,,,
# 2023-Dec-20, astephens and blemaux, add config: 0.05/pix, 32 l/mm, HR-IFU, Shallow, 3.95um,,,,,,,,
# 2024-Feb-06, astephens and hsuh, add deep well config: 0.15/pix, 32 l/mm, 1.65um, LR-IFU,,,,,,,,,
# 2024-Jul-25, astephens, add shallow-well flat for LR 111 4.05um 0.1 arcsec slit,,,,,,,,,,,,
# 2025-Jan-17, astephens, add shallow-well LR 10 0.1 arcsec slit at 3.7um,,,,,,,,,,,,
# 2025-Apr-04, bclemaux," modified 0.15""/pix", 111 l/mm," 0.3""-wide slit", 1.25-1.37um to avoid >5% non-linearity,,,,,,,,,
# 2025-Dec-16, bclemaux, modified many SR exp. times and # of obs. after testing the current fiducial values with new SR camera + current GCAL env.,,,,,,,,,,,,
# 2026-Apr-29, bclemaux, added shutter open flats for LB LXD 111 l/mm setups in addition to shutter closed flats,,,,,,,,,,,,
#,,,,,,,,,,,,,,
Mode,Pixel Scale,Disperser,Cross Dispersed,Central Wavelength,Focal Plane Unit,Well Depth,Calibration Lamps,Calibration Shutter,Calibration Filter,Calibration Diffuser,Calibration Observe,Calibration Exposure Time,Calibration Coadds,Calibration Basecal
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.40 - 4.97,0.20 arcsec,Deep,IR grey body - high,Closed,none,IR,10,8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.40 - 4.97,0.20 arcsec,Shallow,IR grey body - high,Closed,none,IR,10,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.40 - 4.97,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,10,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.40 - 4.97,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,10,3.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.40 - 4.97,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2.1,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.40 - 4.97,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1.3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.40 - 4.97,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,5,5,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.97 - 5.36,HR-IFU,Deep,IR grey body - high,Closed,none,IR,10,14,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.97 - 5.36,0.10 arcsec,Deep,IR grey body - high,Closed,none,IR,10,7,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.97 - 5.36,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,10,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.97 - 5.36,0.20 arcsec,Deep,IR grey body - high,Closed,none,IR,10,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.97 - 5.36,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.97 - 5.36,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.97 - 5.36,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.97 - 5.36,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.97 - 5.36,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,5,2,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,5.36 - 5.55,HR-IFU,Deep,IR grey body - high,Closed,none,IR,10,14,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,5.36 - 5.55,0.10 arcsec,Deep,IR grey body - high,Closed,none,IR,10,7,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,5.36 - 5.55,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,10,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,5.36 - 5.55,0.20 arcsec,Deep,IR grey body - high,Closed,none,IR,10,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,5.36 - 5.55,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,5.36 - 5.55,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,5.36 - 5.55,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,5.36 - 5.55,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,5.36 - 5.55,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,5,1.5,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,1.86 - 1.90,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,1.90 - 2.00,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,4.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,2.00 - 2.15,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,3.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,2.15 - 2.30,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,2.30 - 2.40,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,3.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,2.40 - 2.45,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,2.45 - 2.50,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,0.9 - 2.56,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,5,9,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,SXD,1.49 - 1.82,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,4,8,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,SXD,1.49 - 1.82,0.10 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,4,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,SXD,1.49 - 1.82,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,5,2,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,3,15,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.45 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,3,60,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,1.0 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,4,30,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,5,3.25,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,4,7,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.675 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,3,50,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,7,5,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,5,0.96,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,5,10.8,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,5,4.8,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,5,14.4,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.15 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,5,28.8,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,5,7.2,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.20 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,5,21.6,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,pinhole 0.1,Shallow,Quartz Halogen,Closed,NIR balance,IR,1,36,2,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.03 - 1.17,HR-IFU,Shallow,Quartz Halogen,Closed,none,IR,10,3.6,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.03 - 1.17,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.8,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.03 - 1.17,0.15 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.08,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.03 - 1.17,0.20 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,0.72,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.03 - 1.17,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,4.8,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.03 - 1.17,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,3.24,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.03 - 1.17,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,2.16,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.03 - 1.17,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,1.44,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.03 - 1.17,pinhole 0.1,Shallow,Quartz Halogen,Closed,ND1.0,IR,1,3.6,3,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.17 - 1.30,HR-IFU,Shallow,Quartz Halogen,Closed,none,IR,10,2.16,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.17 - 1.30,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.08,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.17 - 1.30,0.15 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,0.72,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.17 - 1.30,0.20 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,3,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.17 - 1.30,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,2.04,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.17 - 1.30,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,1.32,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.17 - 1.30,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,0.9,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.17 - 1.30,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,5.4,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.17 - 1.30,pinhole 0.1,Shallow,Quartz Halogen,Closed,ND1.0,IR,1,1.2,3,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.30 - 1.37,HR-IFU,Shallow,Quartz Halogen,Closed,none,IR,10,2.16,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.30 - 1.37,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.08,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.30 - 1.37,0.15 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,0.84,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.30 - 1.37,0.20 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,3,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.30 - 1.37,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,2.16,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.30 - 1.37,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,1.44,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.30 - 1.37,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,0.96,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.30 - 1.37,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,5.4,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.30 - 1.37,pinhole 0.1,Shallow,Quartz Halogen,Closed,ND1.0,IR,1,2.4,3,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.49 - 1.82,HR-IFU,Shallow,Quartz Halogen,Closed,none,IR,10,1.56,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.49 - 1.82,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,0.78,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.49 - 1.82,0.15 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,0.48,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.49 - 1.82,0.20 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,0.36,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.49 - 1.82,0.30 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,0.24,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.49 - 1.82,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,0.54,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.49 - 1.82,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,0.36,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.49 - 1.82,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,0.24,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.49 - 1.66,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,1,1.2,3,Day
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.66 - 1.82,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,1,1.8,3,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.91 - 2.49,HR-IFU,Shallow,IR grey body - high,Open,none,IR,6,18,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.91 - 2.49,0.10 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,35,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.91 - 2.49,0.15 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,17,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.91 - 2.49,0.20 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,12.5,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.91 - 2.49,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,6,3,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.91 - 2.49,0.45 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,5.25,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.91 - 2.49,0.675 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,3.5,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.91 - 2.49,1.0 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,2.15,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,1.91 - 2.49,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,15,2,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,2.80 - 3.13,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,34,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,2.80 - 3.13,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,17,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,2.80 - 3.13,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,8,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,2.80 - 3.13,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,8,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,2.80 - 3.13,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,8,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,2.80 - 3.13,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,4,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,2.80 - 3.13,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,3,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,2.80 - 3.13,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,2.2,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,2.80 - 4.13,pinhole 0.1,Deep,IR grey body - high,Closed,none,IR,1,30,2,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.13 - 3.46,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,20,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.13 - 3.46,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,10,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.13 - 3.46,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,7,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.13 - 3.46,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,6,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.13 - 3.46,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,4,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.13 - 3.46,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,2,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.13 - 3.46,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,1,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.13 - 3.46,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,0.6,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.46 - 3.80,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,14,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.46 - 3.80,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,7,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.46 - 3.80,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,5.5,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.46 - 3.80,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,4,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.46 - 3.80,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,3,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.46 - 3.80,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,1.5,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.46 - 3.80,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,1,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.46 - 3.80,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,0.5,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.80 - 4.13,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,16,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.80 - 4.13,HR-IFU,Shallow,IR grey body - high,Open,none,IR,8,10,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.80 - 4.13,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,8,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.80 - 4.13,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,5.5,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.80 - 4.13,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,4,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.80 - 4.13,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,3,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.80 - 4.13,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,1.5,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.80 - 4.13,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,1,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,3.80 - 4.13,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,0.4,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,4.40 - 5.06,HR-IFU,Deep,IR grey body - high,Closed,none,IR,10,6,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,4.40 - 5.06,0.10 arcsec,Deep,IR grey body - high,Closed,none,IR,10,3,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,4.40 - 5.06,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2.2,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,4.40 - 5.06,0.20 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1.6,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,4.40 - 5.06,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,4.40 - 5.06,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.7,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,4.40 - 5.06,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.5,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,4.40 - 5.06,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.3,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,4.40 - 5.06,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,5,1.6,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",32 l/mm grating,No,5.06 - 5.72,HR-IFU,Deep,IR grey body - high,Closed,none,IR,10,4,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,5.06 - 5.72,0.10 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,5.06 - 5.72,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1.5,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,5.06 - 5.72,0.20 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1.2,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,5.06 - 5.72,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.9,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,5.06 - 5.72,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.7,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,5.06 - 5.72,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.35,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,5.06 - 5.72,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.3,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,No,5.06 - 5.72,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,5,1.2,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.03 - 1.12,LR-IFU,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.03 - 1.12,0.15 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.03 - 1.12,0.30 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.03 - 1.12,0.45 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,7.2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.03 - 1.12,0.675 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,5.4,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.03 - 1.12,1.0 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,3.6,1,Night
